Annual Income,Company,Model,Price ($),Body Style,Cluster
646000,1,9,42000,3,3
570000,7,52,27000,3,3
1470000,18,1,19000,4,1
1035000,28,106,32500,1,3
1980000,10,138,20000,3,1
592000,28,106,9000,1,3
1335000,14,86,54500,3,1
1710000,6,133,46000,4,1
1590000,7,139,37000,1,1
13500,5,93,13000,2,0
905000,7,49,21000,4,3
2000000,10,138,13000,3,1
466000,8,143,43000,3,3
1145000,19,108,16500,3,1
950000,16,23,15001,1,3
1421000,17,131,39101,4,1
13500,20,137,25001,4,0
13500,27,142,36000,3,0
1065000,14,68,12501,1,3
13500,27,44,14001,2,0
1120000,28,106,27001,1,1
692000,8,60,41001,3,3
1710000,7,52,31001,3,1
1050000,7,116,12001,1,3
1710000,6,82,21001,1,1
13500,1,9,27001,3,0
1430000,28,81,33000,2,1
1275000,9,103,54500,2,1
1606000,17,46,33600,1,1
1000000,16,128,36000,2,3
843000,13,152,19000,1,3
835000,28,81,27000,2,3
13500,27,112,22000,1,0
583000,23,20,26000,3,3
880000,19,108,75000,3,3
13500,18,51,12001,1,0
1280000,5,45,25001,3,1
1000050,6,41,42000,3,3
716000,18,1,39001,4,3
672000,9,12,14001,4,3
13500,8,118,18000,3,0
13500,19,108,21000,3,0
1170000,4,58,26001,4,1
372000,17,131,61001,4,0
785000,14,86,54001,3,3
660000,19,108,21000,3,3
865000,19,111,12000,3,3
780000,7,139,25000,1,3
13500,27,30,34000,1,0
670000,17,148,14000,2,3
908000,5,93,13000,2,3
1380000,24,6,28001,1,1
635000,8,47,20000,2,3
490000,6,82,26000,1,3
490000,17,98,21000,3,3
845000,24,0,18000,4,3
1300000,9,27,22000,3,1
910000,29,122,29000,4,3
13500,16,25,22000,3,0
13500,28,106,31000,1,0
860000,2,7,21000,3,3
650000,18,51,21000,1,3
1280000,27,112,85000,1,1
630000,3,37,17000,3,3
13500,2,3,21000,1,0
1700000,18,1,24000,4,1
13500,9,12,43000,4,0
510000,21,110,27000,1,3
13500,27,112,28000,1,0
470000,5,95,44000,1,3
1470000,9,27,31000,3,1
435000,15,101,19000,4,3
517500,19,66,26500,1,3
860000,5,35,20001,3,3
2200000,16,90,25000,3,2
13500,28,69,28001,3,0
1900000,17,74,19001,3,1
966000,16,129,14001,1,3
13500,19,153,31001,2,0
480500,8,47,29501,2,3
1520000,14,84,25001,4,1
738000,29,122,36000,4,3
1062500,19,153,9250,2,3
912000,17,46,33000,1,3
745000,4,58,26000,4,3
1575000,7,117,22500,2,1
2513000,7,115,20300,3,2
641000,5,35,14000,3,3
1655000,7,17,22500,2,1
13500,28,81,69000,2,0
370000,8,99,22000,1,0
520000,29,124,21000,4,3
805000,6,133,21000,4,3
13500,20,80,37001,3,0
13500,28,106,21001,1,0
13500,6,41,42000,3,0
13500,27,16,18001,4,0
2600000,29,124,21001,4,2
1400000,8,118,18001,3,1
527000,16,120,85001,3,3
535000,5,91,57000,3,3
13500,7,52,27001,3,0
1308000,23,33,16800,3,1
900000,27,44,22001,2,3
13500,9,107,13000,3,0
650000,5,109,16000,3,3
1060000,29,122,17001,4,3
845000,16,25,29001,3,3
1287000,14,68,12701,1,1
800000,5,109,22000,3,3
980000,18,51,19000,1,3
800000,22,19,19000,1,3
13500,18,51,21000,1,0
1460000,19,66,20000,1,1
13500,4,135,44000,3,0
13500,0,113,17000,3,0
840000,6,82,26000,1,3
900500,15,42,18500,2,3
850000,19,153,9000,2,3
13500,5,91,57000,3,0
13500,8,62,13000,2,0
891000,7,17,39000,2,3
701000,6,41,18000,3,3
921000,0,141,23000,1,3
13500,29,24,18000,1,0
1115000,20,137,15500,4,1
13500,25,85,13000,1,0
570000,7,139,31000,1,3
680000,25,125,33000,3,3
13500,17,98,21000,3,0
1230000,15,42,20000,2,1
3800000,27,5,35000,4,2
700000,2,3,9000,1,3
13500,6,41,18000,3,0
13500,4,58,26000,4,0
1950000,18,51,22000,1,1
720000,29,24,24000,1,3
905000,9,12,43000,4,3
1255000,21,102,22501,3,1
601000,18,51,21001,1,3
1020000,27,5,25001,4,3
460000,16,120,85001,3,3
435000,18,1,21001,4,3
790000,28,69,25001,3,3
990000,19,14,21001,1,3
605000,8,43,62001,4,3
13500,18,70,36001,2,0
13500,8,47,20001,2,0
1153000,19,66,53301,1,1
1270000,21,22,22000,3,1
630000,16,23,17000,1,3
13500,20,137,60000,4,0
1428888,21,102,27880,3,1
13500,9,12,21000,4,0
940000,4,57,29000,2,3
270000,28,81,22000,2,0
865000,7,139,37000,1,3
700000,10,138,13000,3,3
910000,7,52,24000,3,3
491000,28,106,9000,1,3
13500,8,64,17001,3,0
1135000,5,93,19500,2,1
260000,16,23,12001,1,0
1122000,20,48,41201,4,1
1500000,23,32,32001,2,1
651000,23,33,22000,3,3
820000,21,102,29001,3,3
631000,7,115,19000,3,3
980000,14,84,27001,4,3
484000,5,89,42001,2,3
350000,23,33,16000,3,0
13500,13,152,13001,1,0
13500,2,4,18001,4,0
695000,8,99,22001,1,3
740000,16,53,15001,4,3
885000,6,144,42001,4,3
13500,29,24,24001,1,0
441000,14,67,51001,2,3
380000,13,73,21000,3,0
1646000,9,12,14600,4,1
13500,2,4,18000,4,0
442000,28,28,16000,4,3
470000,22,140,18000,4,3
760000,20,137,15000,4,3
1346000,28,69,25600,3,1
1300000,21,110,16000,1,1
222000,8,64,49000,3,0
1175000,16,129,33501,1,1
845000,8,60,26001,3,3
3900000,7,52,19001,3,2
1160000,4,57,31001,2,1
1150000,27,36,14001,3,1
1720000,0,141,24001,1,1
13500,3,37,17000,3,0
13500,7,116,15000,1,0
13500,13,38,14000,4,0
13500,12,121,27000,2,0
468000,18,51,22000,1,3
1300000,5,109,22000,3,1
13500,29,122,29000,4,0
4515000,27,44,41500,2,2
3160000,7,149,23000,3,2
820000,24,0,69000,4,3
13500,14,68,12000,1,0
13500,10,138,15000,3,0
13500,2,7,21000,3,0
2150000,1,9,14000,3,1
1965000,22,72,26500,3,1
13500,23,33,16000,3,0
385000,0,113,31001,3,0
13500,6,41,28000,3,0
860000,5,109,22000,3,3
900000,16,120,21001,3,3
1340000,2,3,9001,1,1
1300000,17,74,16001,3,1
680000,2,7,29001,3,3
1310000,18,70,36001,2,1
1112000,2,7,62201,3,1
13500,20,48,15001,4,0
13500,21,150,20001,2,0
910000,22,75,19001,2,3
13500,27,36,14001,3,0
13500,7,115,19000,3,0
900000,5,109,16000,3,3
13500,7,116,60001,1,0
1235000,1,8,12500,3,1
13500,22,75,69001,2,0
13500,8,151,17001,4,0
365000,6,2,26001,3,0
585000,6,41,46000,3,3
13500,3,105,12001,1,0
525500,18,96,16501,3,3
1210000,21,150,20001,2,1
944000,0,141,23001,1,3
1165000,19,108,31500,3,1
887000,20,21,36001,1,3
1265000,25,130,25501,2,1
277500,20,21,18501,1,0
575000,8,60,22001,3,3
13500,16,127,26000,3,0
13500,19,108,69000,3,0
700000,25,83,51001,4,3
881000,17,100,29001,2,3
4800000,7,115,57000,3,2
1025000,14,84,69501,4,3
1950000,5,109,16000,3,1
13500,11,76,21000,3,0
826000,17,98,21000,3,3
490000,12,121,21001,2,3
625000,6,133,21001,4,3
1235000,19,153,31501,2,1
13500,8,60,18001,3,0
615000,2,3,19001,1,3
1460000,8,99,43001,1,1
1705000,18,51,12501,1,1
1190000,27,44,14000,2,1
380000,29,122,42000,4,0
581000,7,115,16000,3,3
1740000,3,105,61000,1,1
1320000,16,90,25000,3,1
1195000,25,130,25501,2,1
1200000,29,24,17001,1,1
645000,7,115,25000,3,3
13500,4,50,22000,3,0
726000,12,121,45000,2,3
1570000,19,108,22000,3,1
1300000,8,43,62000,4,1
13500,28,81,22000,2,0
1352000,7,115,57200,3,1
1561000,28,71,35100,3,1
2425000,28,69,25500,3,2
643000,20,137,12000,4,3
835000,28,69,25000,3,3
870000,21,150,12000,2,3
1080000,27,142,82000,3,3
1000000,9,107,26000,3,3
736000,22,19,19000,1,3
13500,19,66,18000,1,0
720000,7,149,31000,3,3
13500,8,143,12000,3,0
1200000,28,81,27000,2,1
785000,28,18,21000,3,3
13500,0,113,31000,3,0
13500,22,72,12000,3,0
13500,1,9,25000,3,0
590000,8,60,41000,3,3
13500,7,116,15001,1,0
830000,12,121,27001,2,3
13500,4,50,22001,3,0
2100000,15,101,33001,4,1
1102000,6,133,12201,4,1
1190000,7,52,19001,3,1
360000,6,41,19000,3,0
865000,5,45,45001,3,3
13500,22,72,12000,3,0
13500,3,88,20000,4,0
2175000,24,6,28500,1,1
1085000,0,113,18500,3,3
312000,6,82,21000,1,0
13500,2,3,19000,1,0
320000,7,139,31000,1,0
890000,14,84,27000,4,3
13500,20,15,71000,2,0
13500,22,140,43000,4,0
4300000,14,84,39000,4,2
1435000,20,48,15500,4,1
5500000,1,9,25000,3,2
546000,7,149,31000,3,3
1635000,22,19,11500,1,1
702000,8,118,18000,3,3
13500,5,91,16000,3,0
876000,5,77,21000,1,3
620000,12,121,20000,2,3
13500,19,92,54000,4,0
13500,22,140,43000,4,0
5500000,20,48,41000,4,2
1017000,11,76,22700,3,3
1689000,2,3,22900,1,1
1651000,17,46,22101,1,1
1690000,16,128,17001,2,1
1777000,7,52,27701,3,1
1260000,27,112,22001,1,1
1665000,21,110,39501,1,1
1900000,8,59,12001,2,1
370000,2,3,22001,1,0
600000,25,83,45001,4,3
440000,19,92,22001,4,3
470000,20,80,45001,3,3
468000,2,3,19001,1,3
2400000,2,4,16000,4,2
1350000,26,104,57000,3,1
13500,3,105,62000,1,0
13500,8,143,69000,3,0
773000,5,35,20000,3,3
890000,0,141,28000,1,3
885000,17,74,16001,3,3
1300000,6,41,12000,3,1
13500,7,79,11000,4,0
676000,19,92,22000,4,3
855000,7,17,22000,2,3
1400000,7,115,25000,3,1
1205000,9,12,19500,4,1
2480000,15,42,82000,2,2
2756000,4,34,28600,1,2
1108000,21,102,22800,3,1
1190000,6,133,46000,4,1
1205000,13,152,19500,1,1
860000,28,81,22000,2,3
836000,18,1,21000,4,3
13500,20,48,15000,4,0
1200000,29,123,26001,3,1
13500,0,113,17000,3,0
875000,9,12,14000,4,3
2700000,27,36,14000,3,2
300000,5,109,25000,3,0
550000,18,1,19000,4,3
926000,0,113,34000,3,3
13500,16,90,18000,3,0
13500,27,142,53000,3,0
1010000,26,104,49001,3,3
2155000,2,7,31501,3,1
13500,21,102,27001,3,0
517500,8,99,43500,1,3
1100000,5,35,20000,3,1
750000,6,2,16000,3,3
1101000,29,122,26100,4,1
430000,8,61,18000,1,3
13500,27,136,12000,2,0
701500,1,9,27500,3,3
925000,16,53,31000,4,3
729000,21,22,39000,3,3
750000,14,84,27000,4,3
349000,8,47,29000,2,0
13500,12,121,45001,2,0
985000,3,119,19001,2,3
2210000,28,28,16001,4,2
13500,20,15,34001,2,0
861000,0,113,34001,3,3
13500,25,83,45000,4,0
2400000,19,66,12000,1,2
275000,5,109,15000,3,0
560000,8,143,12000,3,3
1450000,5,93,31000,2,1
910000,8,61,42000,1,3
13500,7,17,16000,2,0
455500,9,40,43500,1,3
762000,3,105,62000,1,3
1100000,14,86,15000,3,1
785000,5,45,22001,3,3
1000000,28,18,45000,3,3
13500,14,54,34000,3,0
720000,7,79,11000,4,3
625000,10,56,26000,4,3
828000,18,51,19000,1,3
676000,14,68,31000,1,3
1310000,23,32,32000,2,1
856000,7,116,31000,1,3
13500,17,131,61000,4,0
410000,27,87,21000,3,3
580000,17,148,14000,2,3
675000,19,66,18000,1,3
13500,0,113,17000,3,0
13500,26,65,26000,3,0
760000,20,21,17000,1,3
873000,29,24,49000,1,3
640000,9,27,22000,3,3
680000,19,134,16000,2,3
725000,28,106,31000,1,3
675000,0,113,17000,3,3
472500,8,143,12500,3,3
13500,17,148,14000,2,0
675000,19,111,19000,3,3
405000,14,84,54000,4,3
13500,2,7,62000,3,0
838000,8,62,38000,2,3
730000,7,115,20001,3,3
1195000,9,107,26501,3,1
2775000,11,76,15501,3,2
430000,5,89,12001,2,3
1900000,5,45,26000,3,1
888000,28,81,33000,2,3
1020000,7,52,19000,3,3
1160000,29,146,18000,3,1
844000,22,140,43000,4,3
1860000,18,96,16000,3,1
1676000,17,131,39600,4,1
900000,18,1,21000,4,3
1300000,14,68,53000,1,1
810000,0,113,17000,3,3
1320000,5,109,21000,3,1
701000,24,0,26000,4,3
400500,7,115,16500,3,3
1255000,6,2,16500,3,1
13500,2,7,16000,3,0
13500,2,3,19000,1,0
13500,16,129,71000,1,0
13500,20,21,15000,1,0
13500,1,9,42000,3,0
838000,7,17,39000,2,3
380000,22,72,26000,3,0
1650000,6,41,12000,3,1
13500,19,153,26000,2,0
462800,0,141,23800,1,3
13500,14,84,13000,4,0
1450000,18,1,19000,4,1
13500,16,90,18000,3,0
4000000,27,136,12001,2,2
1635000,27,36,25501,3,1
505000,24,0,23000,4,3
13500,7,31,19000,3,0
512000,25,85,18000,1,3
611500,0,141,14500,1,3
800000,28,81,22000,2,3
675000,28,81,22000,2,3
627500,14,84,69500,4,3
475000,1,9,13000,3,3
591000,14,86,22000,3,3
13500,2,7,21000,3,0
780500,21,102,29500,3,3
791000,8,151,31000,4,3
13500,20,137,34000,4,0
940000,2,7,21000,3,3
930000,4,58,28000,4,3
1495000,20,137,60500,4,1
13500,10,138,21000,3,0
550000,22,63,43000,3,3
1815000,17,74,9500,3,1
905500,5,35,20500,3,3
1625000,19,92,29500,4,1
840000,26,65,22000,3,3
13500,28,81,22000,2,0
665000,9,12,43000,4,3
13500,2,4,21000,4,0
435000,22,19,11000,1,3
1000000,27,44,41000,2,3
13500,6,39,12000,2,0
13500,28,81,22000,2,0
673000,7,115,16001,3,3
2250000,3,105,29000,1,2
13500,16,128,57000,2,0
13500,15,42,20000,2,0
1114000,6,41,46401,3,1
13500,28,81,69000,2,0
13500,6,82,20000,1,0
13500,5,95,44000,1,0
13500,23,32,20000,2,0
13500,2,4,69000,4,0
310000,17,74,16000,3,0
1215000,29,122,17500,4,1
665000,20,137,34000,4,3
1800000,22,140,43000,4,1
13500,16,53,15000,4,0
1085000,5,93,12500,2,3
2315000,25,83,51500,4,2
13500,0,113,18000,3,0
375000,11,76,22000,3,0
875000,8,60,41000,3,3
630000,28,71,18000,3,3
1715000,16,128,17501,2,1
1396500,7,17,39651,2,1
1560000,28,81,69001,2,1
2400000,27,30,34001,1,2
345000,17,46,33001,1,0
775000,28,81,45001,2,3
2650000,2,7,31001,3,2
13500,19,108,21000,3,0
13500,6,144,17001,4,0
2820000,5,29,17001,4,2
13500,5,45,25001,3,0
13500,22,140,28001,4,0
810000,16,120,10001,3,3
13500,29,123,24000,3,0
3850000,18,51,49001,1,2
13500,28,69,20000,3,0
750000,28,28,17000,4,3
569000,6,41,12000,3,3
13500,18,55,12000,3,0
630000,26,65,26000,3,3
600000,26,104,19000,3,3
580000,16,25,22000,3,3
660000,18,70,42000,2,3
420000,18,55,27000,3,3
1000000,20,48,41000,4,3
750000,28,106,31000,1,3
595000,5,29,24000,4,3
13500,6,41,18000,3,0
1900000,23,20,24001,3,1
1080000,20,80,37001,3,3
1280000,15,101,33001,4,1
656000,0,113,18001,3,3
570000,9,12,21001,4,3
13500,7,115,16000,3,0
1071888,19,108,69180,3,3
790000,7,115,57000,3,3
820000,5,109,16000,3,3
1218500,6,41,42850,3,1
510000,8,151,31000,4,3
13500,12,121,27000,2,0
13500,20,15,71000,2,0
13500,15,145,26000,1,0
625000,8,64,17001,3,3
400000,20,48,46000,4,3
2245000,7,149,41500,3,2
13500,8,59,11000,2,0
2250000,5,45,25000,3,2
13500,8,99,43000,1,0
13500,5,29,41000,4,0
632500,5,109,15501,3,3
3200000,5,95,21000,1,2
422000,17,148,28001,2,3
1474000,18,51,21401,1,1
1340000,8,61,41001,1,1
980000,29,24,17001,1,3
1035000,25,85,18500,1,3
460000,20,137,12000,4,3
1760000,21,110,15000,1,1
870000,19,108,31000,3,3
910000,11,76,21000,3,3
575000,5,91,25000,3,3
13500,20,80,45000,3,0
1095000,22,72,12500,3,3
2840000,1,9,15001,3,2
2700000,19,134,16001,2,2
13500,25,83,45001,4,0
13500,21,102,27001,3,0
515501,0,113,17501,3,3
611000,27,136,16001,2,3
13500,27,44,41001,2,0
13500,27,30,31001,1,0
910000,9,12,14000,4,3
13500,18,97,42000,3,0
3165000,11,76,31501,3,2
1010000,4,58,26000,4,3
505000,10,11,18000,1,3
535000,7,115,19000,0,3
630000,21,102,9000,3,3
540000,10,56,22000,4,3
952000,0,141,29000,1,3
13500,19,66,12000,1,0
1070000,29,123,32000,0,3
405000,27,136,27000,2,3
1325000,21,110,16500,1,1
13500,7,115,25000,0,0
614000,4,57,37000,2,3
676500,16,128,46500,2,3
1000000,13,152,23000,1,3
754000,8,61,22000,1,3
330000,9,12,43000,4,0
655888,28,106,21880,1,3
1037000,5,109,24700,0,3
13500,18,51,17000,1,0
600000,8,64,17000,0,3
656000,9,107,26000,0,3
1574000,7,17,16400,2,1
665000,25,83,14000,4,3
590000,7,52,24000,3,3
985000,5,91,16000,0,3
800000,0,141,14000,1,3
1300000,5,91,25000,0,1
430000,0,78,45000,2,3
1900000,8,99,25000,1,1
900000,7,115,45000,0,3
390000,16,23,14000,1,3
800000,4,57,60000,2,3
1679000,23,20,14901,3,1
1050000,22,75,19001,2,3
461000,17,148,28001,2,3
957000,20,137,60000,4,3
825000,17,46,22000,1,3
621000,2,3,22000,1,3
940000,0,141,28000,1,3
998000,14,68,31000,1,3
1010000,13,73,21000,3,3
1380000,7,52,22000,3,1
13500,5,45,22000,3,0
267500,20,137,22500,4,0
13500,13,73,21000,3,0
13500,5,89,12000,2,0
910000,27,112,22000,1,3
1290000,15,145,17000,1,1
1125000,29,123,20500,0,1
500000,25,125,33000,0,3
13500,14,86,15000,3,0
1211000,14,68,31100,1,1
13500,16,26,22000,4,0
750000,7,115,20000,0,3
1380000,19,66,53000,1,1
820000,26,65,22000,0,3
1510000,12,121,21000,2,1
1220000,29,122,17000,4,1
1465000,0,141,14500,1,1
1110000,2,4,62000,4,1
600000,7,139,31000,1,3
13500,18,97,29000,0,0
370000,22,140,43000,4,0
1225000,20,21,36500,1,1
687000,1,8,27000,0,3
1211000,0,113,26100,3,1
725000,29,123,26000,0,3
13500,14,67,51000,2,0
1400000,17,74,16000,3,1
720000,8,118,25000,0,3
1340000,29,123,26000,0,1
1830000,16,26,22000,4,1
1000000,9,40,25000,1,3
990000,5,109,16000,0,3
13500,18,94,9000,3,0
1060000,19,108,16000,0,3
389000,7,117,22000,2,3
1620500,2,4,41050,4,1
980000,4,34,75000,1,3
722000,27,44,14000,2,3
1310000,18,51,22000,1,1
13500,17,131,61000,4,0
880000,14,86,54000,3,3
920250,5,35,20250,3,3
1550000,17,98,21001,0,1
770000,28,69,28000,3,3
730000,17,74,19000,3,3
820000,20,80,37000,3,3
1102500,28,106,21250,1,1
522000,21,22,39001,0,3
13500,27,16,18000,4,0
13500,29,124,21000,4,0
3360000,21,22,22001,0,2
13500,16,120,85001,3,0
900400,7,115,45401,0,3
828500,7,52,27501,3,3
740000,18,55,25001,0,3
13500,27,44,22001,2,0
620000,17,100,29000,2,3
600000,5,109,21001,0,3
581000,14,84,69000,4,3
756000,27,30,34000,1,3
13500,18,1,19000,4,0
735000,4,57,29000,2,3
13500,13,73,21000,3,0
870000,6,2,26000,3,3
866000,28,18,21000,0,3
621000,8,62,14000,2,3
13500,5,35,20000,3,0
801000,19,66,26000,1,3
940000,6,41,46000,0,3
760000,7,52,10000,3,3
13500,9,107,22000,0,0
413000,28,81,24000,2,3
431500,20,80,39500,3,3
720000,13,152,13000,1,3
1111000,19,134,16100,2,1
1400000,9,40,25000,1,1
1275000,5,93,19500,2,1
985000,16,25,22000,3,3
910000,28,81,38000,2,3
13500,6,2,26000,3,0
330000,17,100,29000,2,0
1050000,14,68,31000,1,3
440000,8,60,26000,3,3
1199000,5,109,15900,0,1
970000,24,0,23000,4,3
1017500,4,135,17750,0,3
1600000,25,85,13001,1,1
1325000,7,52,24501,3,1
13500,18,1,24000,4,0
480000,5,95,21000,1,3
400000,7,52,22000,3,3
13500,14,68,31000,1,0
570000,2,7,29000,3,3
771000,5,29,41000,4,3
13500,4,58,26000,4,0
431000,7,117,22000,2,3
355000,26,104,57000,3,0
801000,9,12,21000,4,3
13500,18,96,16000,3,0
950000,8,61,22000,1,3
1080000,0,113,34000,3,3
13500,29,122,22000,4,0
375000,18,97,45000,0,0
1190000,29,24,24000,1,1
432000,20,137,14000,4,3
13500,11,76,22000,0,0
1850000,7,116,15000,1,1
333000,8,60,26000,3,0
850000,7,79,31000,4,3
816000,19,108,16000,0,3
637500,16,129,33500,1,3
1100000,19,92,54000,4,1
13500,14,84,27000,4,0
13500,16,128,19000,2,0
1050000,1,9,24000,3,3
1100000,29,122,17000,4,1
1410000,7,115,20000,0,1
2160000,7,116,60001,1,1
960000,28,28,16001,4,3
13500,29,122,17001,4,0
1610000,18,96,16001,3,1
400000,6,133,21001,4,3
1420000,2,4,21000,4,1
13500,5,93,37000,2,0
1950000,19,66,20000,1,1
1820000,8,60,10000,3,1
1900000,27,87,21000,3,1
3020000,14,54,27000,0,2
13500,8,62,13000,2,0
13500,0,113,18000,3,0
13500,17,148,14000,2,0
920000,5,109,15001,0,3
480000,27,142,24001,0,3
650000,27,142,24001,0,3
600000,12,121,21000,2,3
690000,6,133,21000,4,3
13500,19,153,31000,2,0
13500,8,60,18000,3,0
582000,2,3,19000,1,3
740000,8,99,43001,1,3
671000,17,46,22001,1,3
741000,16,128,17001,2,3
706000,7,52,27001,3,3
725000,27,112,22001,1,3
360000,11,76,51000,0,0
650000,25,85,18000,1,3
1260000,0,141,14000,1,1
13500,28,81,22000,2,0
460000,28,81,22000,2,3
850000,28,81,27000,2,3
13500,5,109,15000,0,0
760000,26,65,22000,0,3
905000,4,135,44000,0,3
1820000,16,128,36000,2,1
13500,28,106,9000,1,0
290000,10,138,20000,3,0
840000,23,33,26000,0,3
420000,15,42,18000,2,3
13500,19,108,75000,0,0
1580000,8,118,18000,0,1
275000,14,84,69000,4,0
683000,5,89,42000,2,3
13500,15,42,42000,2,0
640000,23,32,32000,2,3
570000,16,25,29000,3,3
1450000,5,93,13000,2,1
13500,5,89,42000,2,0
1400000,14,84,69000,4,1
1340000,20,137,14000,4,1
13500,14,84,69000,4,0
2370000,1,9,13000,3,2
800000,14,86,22000,3,3
550000,2,7,21000,3,3
660000,21,102,29000,3,3
13500,18,51,12000,1,0
892000,22,19,20000,1,3
1175000,27,112,28500,1,1
340000,16,128,57000,2,0
836000,8,151,31000,4,3
1085000,29,122,22500,4,3
1000000,27,136,26000,2,3
13500,15,42,18000,2,0
13500,8,143,22000,3,0
1250000,6,41,18001,0,1
462000,0,141,14000,1,3
2675000,18,51,25500,1,2
289000,22,140,18000,4,0
540000,16,53,31000,4,3
950000,8,143,43000,3,3
1005000,27,30,31500,1,3
1231010,14,84,27101,4,1
881000,5,89,26000,2,3
1202500,16,26,22250,4,1
1435000,20,137,34500,4,1
368000,8,61,41000,1,0
415000,8,151,17000,4,3
455000,22,72,19000,3,3
520000,6,133,46000,4,3
13500,25,83,45001,4,0
1236000,5,93,37600,2,1
1355000,6,41,12501,0,1
1865000,22,75,19500,2,1
770000,5,35,28000,3,3
13500,29,24,36000,1,0
820000,27,30,34000,1,3
692000,18,97,42000,0,3
13500,28,81,27000,2,0
435000,11,76,31000,0,3
665000,19,14,21000,1,3
1300000,1,9,13000,3,1
2340000,6,82,16000,1,2
1634000,2,7,25400,3,1
13500,28,106,21000,1,0
910000,28,69,28000,3,3
1650000,21,102,9000,3,1
1130000,5,77,14000,1,1
3850000,7,52,19000,3,2
13500,20,21,17000,1,0
1510000,17,46,26000,1,1
1055000,20,137,34500,4,3
13500,28,69,20001,3,0
1325000,0,141,29500,1,1
1400000,19,66,12000,1,1
510000,8,64,17000,0,3
1535000,27,136,27500,2,1
890000,21,110,16000,1,3
13500,7,31,23001,0,0
1800000,4,57,37000,2,1
1050000,16,128,46000,2,3
4050000,7,115,20001,0,2
667500,7,115,16501,0,3
500000,18,1,20000,4,3
435000,27,136,19001,2,3
442500,0,113,24500,3,3
1587000,29,122,17700,4,1
1500000,13,73,15000,3,1
13500,5,91,24000,0,0
850000,13,152,23000,1,3
2910000,8,61,22000,1,2
758000,5,35,28000,3,3
13500,7,149,41000,3,0
13500,14,67,17000,2,0
905000,15,145,33000,1,3
700000,27,5,26000,4,3
13500,8,62,22000,2,0
1010000,0,113,17000,3,3
900000,24,0,23000,4,3
13500,15,101,19000,4,0
930000,3,37,17000,0,3
1460000,17,148,16000,2,1
850000,7,115,20000,0,3
1662000,6,132,16200,3,1
1590000,10,138,20000,3,1
720000,20,15,24000,2,3
840000,6,82,16000,1,3
1641000,17,98,21100,0,1
690000,14,54,16000,0,3
13500,8,62,22000,2,0
2600000,21,22,22000,0,2
13500,26,65,23000,0,0
439000,3,119,38000,2,3
1040000,9,12,19000,4,3
1670000,12,121,45000,2,1
13500,26,65,22000,0,0
892000,6,2,22000,3,3
592000,29,122,17000,4,3
647000,22,19,36000,1,3
13500,22,140,18000,4,0
865000,15,42,18000,2,3
1350000,2,7,21000,3,1
13500,8,118,18000,0,0
2910000,9,12,43000,4,2
2640000,28,106,21000,1,2
455000,7,115,20001,0,3
2000000,18,51,17000,1,1
475000,11,76,22001,0,3
500000,25,125,61001,0,3
13500,27,30,34000,1,0
825000,18,1,19000,4,3
450000,5,45,45000,3,3
13500,6,82,21000,1,0
835000,10,138,21000,3,3
13500,20,48,15000,4,0
785000,27,87,12000,3,3
904000,21,22,16001,0,3
670000,8,43,62000,4,3
780000,23,33,16000,0,3
795000,18,1,20001,4,3
705000,14,86,22001,3,3
435000,2,7,31000,3,3
660000,8,61,42000,1,3
872000,1,9,24000,3,3
1630100,6,133,22010,4,1
13500,7,116,24000,1,0
730000,5,109,22000,0,3
560000,21,150,12000,2,3
940000,27,87,27000,3,3
1515000,20,137,14500,4,1
1100000,16,120,18000,3,1
1350000,1,9,25000,3,1
476000,17,131,61000,4,3
13500,7,149,41000,3,0
13500,16,53,15000,4,0
830000,29,24,24000,1,3
13500,6,82,41000,1,0
706000,25,85,13000,1,3
920000,18,1,20000,4,3
1460000,4,57,29000,2,1
310000,13,73,21000,3,0
1200000,6,2,26000,3,1
1430000,7,31,23001,0,1
13500,8,62,14000,2,0
1575000,5,35,20500,3,1
830000,19,66,26000,1,3
475000,8,99,43000,1,3
1400000,15,101,19000,4,1
805000,28,18,45001,0,3
541000,2,4,18000,4,3
790000,8,64,17001,0,3
13500,3,105,62000,1,0
590000,28,106,32000,1,3
480000,4,57,37000,2,3
1600000,7,117,22000,2,1
13500,6,41,28000,0,0
920000,29,24,49001,1,3
13500,20,137,25000,4,0
1600000,18,1,39000,4,1
1010000,6,2,26000,3,3
2300000,27,112,85000,1,2
651500,18,97,12500,0,3
261000,18,55,27000,0,0
970000,5,29,41000,4,3
1900000,17,46,28000,1,1
1070000,1,9,27000,3,3
13500,18,1,20000,4,0
13500,16,129,14000,1,0
13500,9,12,19000,4,0
13500,9,40,43001,1,0
358500,12,121,16501,2,0
2100000,25,125,33000,0,1
13500,17,46,33001,1,0
13500,5,109,16000,0,0
569000,18,97,45001,0,3
1085000,7,52,10500,3,3
1900000,23,33,16001,0,1
1470000,28,81,24000,2,1
2230000,20,80,39001,3,2
1460000,13,152,13001,1,1
1410000,19,134,16001,2,1
13500,22,140,43000,4,0
1560000,27,87,12000,3,1
950000,28,81,24000,2,3
411000,7,52,27000,3,3
13500,15,42,27000,2,0
920000,18,55,25000,0,3
1162000,6,133,46200,4,1
875000,27,112,85000,1,3
13500,16,128,26000,2,0
800000,5,109,22000,0,3
1260000,29,24,17000,1,1
1175000,7,115,19500,0,1
310000,1,9,14000,3,0
